,index,tconst,ordering,nconst,category,job,characters,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,primaryName,birthYear,deathYear,primaryProfession,directors,writers
7619,7612,tt0252052,1,nm0280541,actor,,"[""Jamie Tesch""]",movie,An American Reunion,An American Reunion,0,2003,,93,"Comedy,Drama,Romance",Jim Fitzpatrick,1959.0,,"actor,producer,writer",nm0280541,nm0280541
7620,7629,tt0252076,9,nm0771490,producer,producer,,movie,Maid in Manhattan,Maid in Manhattan,0,2002,,105,"Comedy,Drama,Romance",Paul Schiff,,,"producer,assistant_director,actor",nm0911061,"nm0000455,nm0905458"
7621,7628,tt0252076,8,nm0326063,producer,producer,,movie,Maid in Manhattan,Maid in Manhattan,0,2002,,105,"Comedy,Drama,Romance",Elaine Goldsmith-Thomas,,,"producer,executive,writer",nm0911061,"nm0000455,nm0905458"
7622,7627,tt0252076,7,nm0905458,writer,screenplay,,movie,Maid in Manhattan,Maid in Manhattan,0,2002,,105,"Comedy,Drama,Romance",Kevin Wade,1954.0,,"producer,writer,actor",nm0911061,"nm0000455,nm0905458"
7623,7626,tt0252076,6,nm0000455,writer,story,,movie,Maid in Manhattan,Maid in Manhattan,0,2002,,105,"Comedy,Drama,Romance",John Hughes,1950.0,2009.0,"writer,producer,director",nm0911061,"nm0000455,nm0905458"
7624,7625,tt0252076,5,nm0911061,director,,,movie,Maid in Manhattan,Maid in Manhattan,0,2002,,105,"Comedy,Drama,Romance",Wayne Wang,1949.0,,"director,producer,writer",nm0911061,"nm0000455,nm0905458"
7625,7623,tt0252076,3,nm0001670,actress,,"[""Caroline Lane""]",movie,Maid in Manhattan,Maid in Manhattan,0,2002,,105,"Comedy,Drama,Romance",Natasha Richardson,1963.0,2009.0,"actress,soundtrack,producer",nm0911061,"nm0000455,nm0905458"
7626,7622,tt0252076,2,nm0000146,actor,,"[""Christopher Marshall""]",movie,Maid in Manhattan,Maid in Manhattan,0,2002,,105,"Comedy,Drama,Romance",Ralph Fiennes,1962.0,,"actor,director,producer",nm0911061,"nm0000455,nm0905458"
7627,7621,tt0252076,10,nm0771834,producer,producer,,movie,Maid in Manhattan,Maid in Manhattan,0,2002,,105,"Comedy,Drama,Romance",Deborah Schindler,,,"producer,miscellaneous",nm0911061,"nm0000455,nm0905458"
7628,7620,tt0252076,1,nm0000182,actress,,"[""Marisa Ventura""]",movie,Maid in Manhattan,Maid in Manhattan,0,2002,,105,"Comedy,Drama,Romance",Jennifer Lopez,1969.0,,"actress,producer,soundtrack",nm0911061,"nm0000455,nm0905458"
7629,7624,tt0252076,4,nm0001804,actor,,"[""Jerry Siegel""]",movie,Maid in Manhattan,Maid in Manhattan,0,2002,,105,"Comedy,Drama,Romance",Stanley Tucci,1960.0,,"actor,producer,writer",nm0911061,"nm0000455,nm0905458"
7630,7636,tt0252223,6,nm0938028,writer,story,,movie,All the Queen's Men,All the Queen's Men,0,2001,,99,"Action,Comedy,Drama",Digby Wolfe,1929.0,2012.0,"writer,actor,miscellaneous",nm0752328,"nm0938028,nm0541900,nm0731293,nm0773768"
7631,7639,tt0252223,9,nm0773768,writer,screenplay,,movie,All the Queen's Men,All the Queen's Men,0,2001,,99,"Action,Comedy,Drama",David Schneider,1963.0,,"actor,writer,director",nm0752328,"nm0938028,nm0541900,nm0731293,nm0773768"
7632,7638,tt0252223,8,nm0731293,writer,story,,movie,All the Queen's Men,All the Queen's Men,0,2001,,99,"Action,Comedy,Drama",June Roberts,,,"producer,miscellaneous,writer",nm0752328,"nm0938028,nm0541900,nm0731293,nm0773768"
7633,7637,tt0252223,7,nm0541900,writer,story,,movie,All the Queen's Men,All the Queen's Men,0,2001,,99,"Action,Comedy,Drama",Joseph Manduke,,2020.0,"director,production_manager,producer",nm0752328,"nm0938028,nm0541900,nm0731293,nm0773768"
7634,7635,tt0252223,5,nm0752328,director,,,movie,All the Queen's Men,All the Queen's Men,0,2001,,99,"Action,Comedy,Drama",Stefan Ruzowitzky,1961.0,,"director,writer,producer",nm0752328,"nm0938028,nm0541900,nm0731293,nm0773768"
7635,7630,tt0252223,1,nm0412850,actress,,"[""Tony""]",movie,All the Queen's Men,All the Queen's Men,0,2001,,99,"Action,Comedy,Drama",Eddie Izzard,1962.0,,"actress,producer,writer",nm0752328,"nm0938028,nm0541900,nm0731293,nm0773768"
7636,7633,tt0252223,3,nm0001424,actor,,"[""General Landssdorf""]",movie,All the Queen's Men,All the Queen's Men,0,2001,,99,"Action,Comedy,Drama",Udo Kier,1944.0,,"actor,soundtrack,director",nm0752328,"nm0938028,nm0541900,nm0731293,nm0773768"
7637,7632,tt0252223,2,nm0001455,actor,,"[""O'Rourke""]",movie,All the Queen's Men,All the Queen's Men,0,2001,,99,"Action,Comedy,Drama",Matt LeBlanc,1967.0,,"actor,producer,soundtrack",nm0752328,"nm0938028,nm0541900,nm0731293,nm0773768"
7638,7631,tt0252223,10,nm0275400,producer,producer,,movie,All the Queen's Men,All the Queen's Men,0,2001,,99,"Action,Comedy,Drama",Zachary Feuer,,,"producer,actor,miscellaneous",nm0752328,"nm0938028,nm0541900,nm0731293,nm0773768"
7639,7634,tt0252223,4,nm0181920,actor,,"[""Archie""]",movie,All the Queen's Men,All the Queen's Men,0,2001,,99,"Action,Comedy,Drama",James Cosmo,1948.0,,"actor,soundtrack,producer",nm0752328,"nm0938028,nm0541900,nm0731293,nm0773768"
7640,7646,tt0252225,6,nm0200166,producer,producer,,movie,Almost Salinas,Almost Salinas,0,2001,,92,"Comedy,Drama,Mystery",Wade W. Danielson,,,"assistant_director,producer,production_manager",nm0338372,nm0338372
7641,7649,tt0252225,9,nm0472360,editor,,,movie,Almost Salinas,Almost Salinas,0,2001,,92,"Comedy,Drama,Mystery",Jennifer Krouse,,,"editorial_department,miscellaneous,editor",nm0338372,nm0338372
7642,7648,tt0252225,8,nm0306654,cinematographer,,,movie,Almost Salinas,Almost Salinas,0,2001,,92,"Comedy,Drama,Mystery",David Garden,,,"camera_department,cinematographer,miscellaneous",nm0338372,nm0338372
7643,7647,tt0252225,7,nm0004499,composer,,,movie,Almost Salinas,Almost Salinas,0,2001,,92,"Comedy,Drama,Mystery",David Reynolds,,,"music_department,composer,soundtrack",nm0338372,nm0338372
7644,7645,tt0252225,5,nm0338372,director,,,movie,Almost Salinas,Almost Salinas,0,2001,,92,"Comedy,Drama,Mystery",Terry Green,,,"director,writer,producer",nm0338372,nm0338372
7645,7640,tt0252225,1,nm0001498,actor,,"[""Max Harris""]",movie,Almost Salinas,Almost Salinas,0,2001,,92,"Comedy,Drama,Mystery",John Mahoney,1940.0,2018.0,"actor,soundtrack,producer",nm0338372,nm0338372
7646,7643,tt0252225,3,nm0001080,actress,,"[""Allie""]",movie,Almost Salinas,Almost Salinas,0,2001,,92,"Comedy,Drama,Mystery",Lindsay Crouse,1948.0,,"actress,soundtrack,miscellaneous",nm0338372,nm0338372
7647,7642,tt0252225,2,nm0256599,actress,,"[""Nina Ellington""]",movie,Almost Salinas,Almost Salinas,0,2001,,92,"Comedy,Drama,Mystery",Linda Emond,1959.0,,actress,nm0338372,nm0338372
7648,7641,tt0252225,10,nm0670878,production_designer,,,movie,Almost Salinas,Almost Salinas,0,2001,,92,"Comedy,Drama,Mystery",Jay Pelissier,,,"production_designer,art_director,art_department",nm0338372,nm0338372
7649,7644,tt0252225,4,nm0000515,actress,,"[""Clare""]",movie,Almost Salinas,Almost Salinas,0,2001,,92,"Comedy,Drama,Mystery",Virginia Madsen,1961.0,,"actress,producer,soundtrack",nm0338372,nm0338372
7650,7659,tt0252253,9,nm0692583,producer,producer,,movie,Baby Blue,Baby Blue,0,2001,,119,Thriller,Hans Pos,1958.0,2014.0,"producer,director,writer",nm0324660,"nm0743884,nm0835216"
7651,7658,tt0252253,8,nm0676577,producer,producer,,movie,Baby Blue,Baby Blue,0,2001,,119,Thriller,Maria Peters,1958.0,,"producer,writer,director",nm0324660,"nm0743884,nm0835216"
7652,7657,tt0252253,7,nm0835216,writer,additional English dialogue,,movie,Baby Blue,Baby Blue,0,2001,,119,Thriller,Aleida Strowger,,,writer,nm0324660,"nm0743884,nm0835216"
7653,7656,tt0252253,6,nm0743884,writer,,,movie,Baby Blue,Baby Blue,0,2001,,119,Thriller,Tomas Ross,1944.0,,"writer,actor,miscellaneous",nm0324660,"nm0743884,nm0835216"
7654,7655,tt0252253,5,nm0324660,director,,,movie,Baby Blue,Baby Blue,0,2001,,119,Thriller,Theo van Gogh,1957.0,2004.0,"director,writer,actor",nm0324660,"nm0743884,nm0835216"
7655,7654,tt0252253,4,nm0753954,actress,,"[""Marjan de Wilde""]",movie,Baby Blue,Baby Blue,0,2001,,119,Thriller,Nienke Römer,1975.0,,"actress,writer,producer",nm0324660,"nm0743884,nm0835216"
7656,7652,tt0252253,2,nm0183122,actor,,"[""Ron Wood""]",movie,Baby Blue,Baby Blue,0,2001,,119,Thriller,Oliver Cotton,1944.0,,actor,nm0324660,"nm0743884,nm0835216"
7657,7651,tt0252253,10,nm0775090,producer,producer,,movie,Baby Blue,Baby Blue,0,2001,,119,Thriller,Dave Schram,1958.0,,"producer,director,actor",nm0324660,"nm0743884,nm0835216"
7658,7650,tt0252253,1,nm0896510,actress,,"[""Laura Wood""]",movie,Baby Blue,Baby Blue,0,2001,,119,Thriller,Susan Vidler,1972.0,,actress,nm0324660,"nm0743884,nm0835216"
7659,7653,tt0252253,3,nm0273143,actor,,"[""Peter de Wilde""]",movie,Baby Blue,Baby Blue,0,2001,,119,Thriller,Roeland Fernhout,1972.0,,actor,nm0324660,"nm0743884,nm0835216"
7660,7667,tt0252266,7,nm0317367,writer,screenplay,,movie,Beeper,Beeper,0,2002,,100,"Crime,Thriller",Gregory Gieras,,,"writer,director,miscellaneous",nm0794791,"nm0179466,nm0317367"
7661,7669,tt0252266,9,nm0750830,producer,producer,,movie,Beeper,Beeper,0,2002,,100,"Crime,Thriller",Morris Ruskin,,,"producer,actor,executive",nm0794791,"nm0179466,nm0317367"
7662,7668,tt0252266,8,nm0683263,producer,producer,,movie,Beeper,Beeper,0,2002,,100,"Crime,Thriller",Vicky Pike,,,"producer,miscellaneous",nm0794791,"nm0179466,nm0317367"
7663,7666,tt0252266,6,nm0179466,writer,written by,,movie,Beeper,Beeper,0,2002,,100,"Crime,Thriller",Michael Cordell,,,writer,nm0794791,"nm0179466,nm0317367"
7664,7665,tt0252266,5,nm0794791,director,,,movie,Beeper,Beeper,0,2002,,100,"Crime,Thriller",Jack Sholder,1945.0,,"director,writer,actor",nm0794791,"nm0179466,nm0317367"
7665,7663,tt0252266,3,nm0703831,actor,,"[""Dr. Richard Avery""]",movie,Beeper,Beeper,0,2002,,100,"Crime,Thriller",Ed Quinn,1968.0,,"actor,writer,producer",nm0794791,"nm0179466,nm0317367"
7666,7662,tt0252266,2,nm0000725,actress,,"[""Inspector Julia Hyde""]",movie,Beeper,Beeper,0,2002,,100,"Crime,Thriller",Joey Lauren Adams,1968.0,,"actress,soundtrack,director",nm0794791,"nm0179466,nm0317367"
7667,7661,tt0252266,10,nm0006254,composer,,,movie,Beeper,Beeper,0,2002,,100,"Crime,Thriller",J. Peter Robinson,1945.0,,"composer,music_department,soundtrack",nm0794791,"nm0179466,nm0317367"
7668,7660,tt0252266,1,nm0000172,actor,,"[""Zolo""]",movie,Beeper,Beeper,0,2002,,100,"Crime,Thriller",Harvey Keitel,1939.0,,"actor,producer,soundtrack",nm0794791,"nm0179466,nm0317367"
7669,7664,tt0252266,4,nm0004109,actor,,"[""Sr. Inspector Vijay Kumar""]",movie,Beeper,Beeper,0,2002,,100,"Crime,Thriller",Gulshan Grover,1955.0,,"actor,music_department",nm0794791,"nm0179466,nm0317367"
7670,7674,tt0252299,4,nm0001277,actor,,"[""Sergeant Lee""]",movie,Buffalo Soldiers,Buffalo Soldiers,0,2001,,98,"Comedy,Crime,Drama",Scott Glenn,1939.0,,"actor,producer,stunts",nm0429964,"nm0640494,nm0429964,nm0918973,nm0531526"
7671,7670,tt0252299,1,nm0001618,actor,,"[""Ray Elwood""]",movie,Buffalo Soldiers,Buffalo Soldiers,0,2001,,98,"Comedy,Crime,Drama",Joaquin Phoenix,1974.0,,"actor,producer,soundtrack",nm0429964,"nm0640494,nm0429964,nm0918973,nm0531526"
7672,7671,tt0252299,10,nm0600445,producer,producer,,movie,Buffalo Soldiers,Buffalo Soldiers,0,2001,,98,"Comedy,Crime,Drama",Ariane Moody,,,producer,nm0429964,"nm0640494,nm0429964,nm0918973,nm0531526"
7673,7672,tt0252299,2,nm0001593,actress,,"[""Robyn Lee""]",movie,Buffalo Soldiers,Buffalo Soldiers,0,2001,,98,"Comedy,Crime,Drama",Anna Paquin,1982.0,,"actress,producer,soundtrack",nm0429964,"nm0640494,nm0429964,nm0918973,nm0531526"
7674,7673,tt0252299,3,nm0000438,actor,,"[""Colonel Berman""]",movie,Buffalo Soldiers,Buffalo Soldiers,0,2001,,98,"Comedy,Crime,Drama",Ed Harris,1950.0,,"actor,producer,director",nm0429964,"nm0640494,nm0429964,nm0918973,nm0531526"
7675,7675,tt0252299,5,nm0429964,director,,,movie,Buffalo Soldiers,Buffalo Soldiers,0,2001,,98,"Comedy,Crime,Drama",Gregor Jordan,1966.0,,"director,actor,writer",nm0429964,"nm0640494,nm0429964,nm0918973,nm0531526"
7676,7676,tt0252299,6,nm0640494,writer,book,,movie,Buffalo Soldiers,Buffalo Soldiers,0,2001,,98,"Comedy,Crime,Drama",Robert O'Connor,1959.0,,writer,nm0429964,"nm0640494,nm0429964,nm0918973,nm0531526"
7677,7677,tt0252299,7,nm0918973,writer,screenplay,,movie,Buffalo Soldiers,Buffalo Soldiers,0,2001,,98,"Comedy,Crime,Drama",Eric Weiss,,,writer,nm0429964,"nm0640494,nm0429964,nm0918973,nm0531526"
7678,7678,tt0252299,8,nm0531526,writer,screenplay,,movie,Buffalo Soldiers,Buffalo Soldiers,0,2001,,98,"Comedy,Crime,Drama",Nora Maccoby,,,"writer,director,producer",nm0429964,"nm0640494,nm0429964,nm0918973,nm0531526"
7679,7679,tt0252299,9,nm0344668,producer,producer,,movie,Buffalo Soldiers,Buffalo Soldiers,0,2001,,98,"Comedy,Crime,Drama",Rainer Grupe,,,"producer,writer,actor",nm0429964,"nm0640494,nm0429964,nm0918973,nm0531526"
7680,7688,tt0252444,8,nm0935761,producer,producer,,movie,Rabbit-Proof Fence,Rabbit-Proof Fence,0,2002,,94,"Biography,Drama",John Winter,,,"producer,production_manager,director",nm0637518,"nm0969922,nm0647608"
7681,7689,tt0252444,9,nm0300272,composer,,,movie,Rabbit-Proof Fence,Rabbit-Proof Fence,0,2002,,94,"Biography,Drama",Peter Gabriel,1950.0,,"soundtrack,composer,actor",nm0637518,"nm0969922,nm0647608"
7682,7686,tt0252444,6,nm0969922,writer,"book ""Follow the Rabbit-Proof Fence""",,movie,Rabbit-Proof Fence,Rabbit-Proof Fence,0,2002,,94,"Biography,Drama",Doris Pilkington,1937.0,2014.0,"writer,script_department",nm0637518,"nm0969922,nm0647608"
7683,7685,tt0252444,5,nm0637518,director,,,movie,Rabbit-Proof Fence,Rabbit-Proof Fence,0,2002,,94,"Biography,Drama",Phillip Noyce,1950.0,,"producer,director,writer",nm0637518,"nm0969922,nm0647608"
7684,7687,tt0252444,7,nm0647608,writer,screenplay,,movie,Rabbit-Proof Fence,Rabbit-Proof Fence,0,2002,,94,"Biography,Drama",Christine Olsen,,,"producer,writer,director",nm0637518,"nm0969922,nm0647608"
7685,7683,tt0252444,3,nm0000110,actor,,"[""A.O. Neville""]",movie,Rabbit-Proof Fence,Rabbit-Proof Fence,0,2002,,94,"Biography,Drama",Kenneth Branagh,1960.0,,"actor,producer,director",nm0637518,"nm0969922,nm0647608"
7686,7682,tt0252444,2,nm1082270,actress,,"[""Daisy Craig Kadibill""]",movie,Rabbit-Proof Fence,Rabbit-Proof Fence,0,2002,,94,"Biography,Drama",Tianna Sansbury,1992.0,,actress,nm0637518,"nm0969922,nm0647608"
7687,7681,tt0252444,10,nm0236313,cinematographer,,,movie,Rabbit-Proof Fence,Rabbit-Proof Fence,0,2002,,94,"Biography,Drama",Christopher Doyle,1952.0,,"cinematographer,actor,director",nm0637518,"nm0969922,nm0647608"
7688,7680,tt0252444,1,nm1082266,actress,,"[""Molly Craig""]",movie,Rabbit-Proof Fence,Rabbit-Proof Fence,0,2002,,94,"Biography,Drama",Everlyn Sampi,1988.0,,actress,nm0637518,"nm0969922,nm0647608"
7689,7684,tt0252444,4,nm1081920,actress,,"[""Gracie Fields""]",movie,Rabbit-Proof Fence,Rabbit-Proof Fence,0,2002,,94,"Biography,Drama",Laura Monaghan,1990.0,,actress,nm0637518,"nm0969922,nm0647608"
7690,7699,tt0252480,9,nm0503600,producer,producer,,movie,The Grey Zone,The Grey Zone,0,2001,,108,"Drama,History,War",Danny Lerner,1952.0,2015.0,"producer,writer,production_manager",nm0625789,"nm0638699,nm0625789"
7691,7698,tt0252480,8,nm0503592,producer,producer,,movie,The Grey Zone,The Grey Zone,0,2001,,108,"Drama,History,War",Avi Lerner,1947.0,,"producer,casting_director,miscellaneous",nm0625789,"nm0638699,nm0625789"
7692,7696,tt0252480,6,nm0638699,writer,"based in part on ""Auschwitz: A Doctor's Eyewitness Account""",,movie,The Grey Zone,The Grey Zone,0,2001,,108,"Drama,History,War",Miklos Nyiszli,1901.0,1956.0,writer,nm0625789,"nm0638699,nm0625789"
7693,7695,tt0252480,5,nm0625789,director,,,movie,The Grey Zone,The Grey Zone,0,2001,,108,"Drama,History,War",Tim Blake Nelson,1964.0,,"actor,director,writer",nm0625789,"nm0638699,nm0625789"
7694,7697,tt0252480,7,nm0463025,producer,producer,,movie,The Grey Zone,The Grey Zone,0,2001,,108,"Drama,History,War",Pamela Koffler,,,"producer,miscellaneous,script_department",nm0625789,"nm0638699,nm0625789"
7695,7693,tt0252480,3,nm0151347,actor,,"[""Rosenthal""]",movie,The Grey Zone,The Grey Zone,0,2001,,108,"Drama,History,War",David Chandler,1950.0,,"actor,writer",nm0625789,"nm0638699,nm0625789"
7696,7692,tt0252480,2,nm0082870,actor,,"[""Moll""]",movie,The Grey Zone,The Grey Zone,0,2001,,108,"Drama,History,War",Velizar Binev,1967.0,,actor,nm0625789,"nm0638699,nm0625789"
7697,7691,tt0252480,10,nm0882927,producer,producer,,movie,The Grey Zone,The Grey Zone,0,2001,,108,"Drama,History,War",Christine Vachon,1962.0,,"producer,assistant_director,miscellaneous",nm0625789,"nm0638699,nm0625789"
7698,7690,tt0252480,1,nm0000274,actor,,"[""Hoffman""]",movie,The Grey Zone,The Grey Zone,0,2001,,108,"Drama,History,War",David Arquette,1971.0,,"producer,actor,director",nm0625789,"nm0638699,nm0625789"
7699,7694,tt0252480,4,nm0836121,actor,,"[""Cohen""]",movie,The Grey Zone,The Grey Zone,0,2001,,108,"Drama,History,War",Michael Stuhlbarg,1968.0,,"actor,soundtrack",nm0625789,"nm0638699,nm0625789"
7700,7709,tt0252501,9,nm0002217,composer,,,movie,Hearts in Atlantis,Hearts in Atlantis,0,2001,,101,"Drama,Mystery",Mychael Danna,1958.0,,"composer,music_department,soundtrack",nm0382956,"nm0000175,nm0001279"
7701,7700,tt0252501,1,nm0000164,actor,,"[""Ted Brautigan""]",movie,Hearts in Atlantis,Hearts in Atlantis,0,2001,,101,"Drama,Mystery",Anthony Hopkins,1937.0,,"actor,soundtrack,composer",nm0382956,"nm0000175,nm0001279"
7702,7701,tt0252501,10,nm0811834,cinematographer,director of photography,,movie,Hearts in Atlantis,Hearts in Atlantis,0,2001,,101,"Drama,Mystery",Piotr Sobocinski,1958.0,2001.0,"cinematographer,camera_department,script_department",nm0382956,"nm0000175,nm0001279"
7703,7702,tt0252501,2,nm0947338,actor,,"[""Bobby Garfield""]",movie,Hearts in Atlantis,Hearts in Atlantis,0,2001,,101,"Drama,Mystery",Anton Yelchin,1989.0,2016.0,"actor,soundtrack",nm0382956,"nm0000175,nm0001279"
7704,7703,tt0252501,3,nm0204706,actress,,"[""Liz Garfield""]",movie,Hearts in Atlantis,Hearts in Atlantis,0,2001,,101,"Drama,Mystery",Hope Davis,1964.0,,"actress,soundtrack",nm0382956,"nm0000175,nm0001279"
7705,7704,tt0252501,4,nm0095561,actress,,"[""Carol Gerber""]",movie,Hearts in Atlantis,Hearts in Atlantis,0,2001,,101,"Drama,Mystery",Mika Boorem,1987.0,,"actress,director,producer",nm0382956,"nm0000175,nm0001279"
7706,7705,tt0252501,5,nm0382956,director,,,movie,Hearts in Atlantis,Hearts in Atlantis,0,2001,,101,"Drama,Mystery",Scott Hicks,1953.0,,"director,writer,assistant_director",nm0382956,"nm0000175,nm0001279"
7707,7706,tt0252501,6,nm0000175,writer,book,,movie,Hearts in Atlantis,Hearts in Atlantis,0,2001,,101,"Drama,Mystery",Stephen King,1947.0,,"writer,producer,actor",nm0382956,"nm0000175,nm0001279"
7708,7707,tt0252501,7,nm0001279,writer,screenplay,,movie,Hearts in Atlantis,Hearts in Atlantis,0,2001,,101,"Drama,Mystery",William Goldman,1931.0,2018.0,"writer,miscellaneous,producer",nm0382956,"nm0000175,nm0001279"
7709,7708,tt0252501,8,nm0382362,producer,producer,,movie,Hearts in Atlantis,Hearts in Atlantis,0,2001,,101,"Drama,Mystery",Kerry Heysen,1945.0,,"producer,miscellaneous",nm0382956,"nm0000175,nm0001279"
7710,7717,tt0252503,7,nm0759627,producer,producer,,movie,Heist,Heist,0,2001,,109,"Action,Crime,Drama",Elie Samaha,1955.0,,"producer,actor,writer",nm0000519,nm0000519
7711,7716,tt0252503,6,nm0513165,producer,producer,,movie,Heist,Heist,0,2001,,109,"Action,Crime,Drama",Art Linson,1942.0,,"producer,writer,director",nm0000519,nm0000519
7712,7718,tt0252503,8,nm0002989,producer,producer,,movie,Heist,Heist,0,2001,,109,"Action,Crime,Drama",Andrew Stevens,1955.0,,"actor,producer,director",nm0000519,nm0000519
7713,7715,tt0252503,5,nm0000519,director,,,movie,Heist,Heist,0,2001,,109,"Action,Crime,Drama",David Mamet,1947.0,,"writer,producer,director",nm0000519,nm0000519
7714,7719,tt0252503,9,nm0788640,composer,,,movie,Heist,Heist,0,2001,,109,"Action,Crime,Drama",Theodore Shapiro,1971.0,,"composer,soundtrack,music_department",nm0000519,nm0000519
7715,7713,tt0252503,3,nm0000362,actor,,"[""Mickey Bergman""]",movie,Heist,Heist,0,2001,,109,"Action,Crime,Drama",Danny DeVito,1944.0,,"actor,producer,director",nm0000519,nm0000519
7716,7712,tt0252503,2,nm0682071,actress,,"[""Fran Moore""]",movie,Heist,Heist,0,2001,,109,"Action,Crime,Drama",Rebecca Pidgeon,1965.0,,"actress,soundtrack,composer",nm0000519,nm0000519
7717,7711,tt0252503,10,nm0005696,cinematographer,director of photography,,movie,Heist,Heist,0,2001,,109,"Action,Crime,Drama",Robert Elswit,1950.0,,"cinematographer,visual_effects,camera_department",nm0000519,nm0000519
7718,7710,tt0252503,1,nm0000432,actor,,"[""Joe Moore""]",movie,Heist,Heist,0,2001,,109,"Action,Crime,Drama",Gene Hackman,1930.0,,"actor,soundtrack,producer",nm0000519,nm0000519
7719,7714,tt0252503,4,nm0005148,actor,,"[""Bobby 'Bob' Blane""]",movie,Heist,Heist,0,2001,,109,"Action,Crime,Drama",Delroy Lindo,1952.0,,"actor,producer,soundtrack",nm0000519,nm0000519
7720,7728,tt0252684,8,nm0368478,producer,producer,,movie,Manic,Manic,0,2001,,100,Drama,Kirk Hassig,1950.0,2011.0,"producer,art_director,location_management",nm0577332,"nm0045209,nm0915814"
7721,7727,tt0252684,7,nm0006592,producer,producer,,movie,Manic,Manic,0,2001,,100,Drama,Trudi Callon,,,producer,nm0577332,"nm0045209,nm0915814"
7722,7726,tt0252684,6,nm0915814,writer,written by,,movie,Manic,Manic,0,2001,,100,Drama,Blayne Weaver,1976.0,,"actor,writer,director",nm0577332,"nm0045209,nm0915814"
7723,7725,tt0252684,5,nm0577332,director,,,movie,Manic,Manic,0,2001,,100,Drama,Jordan Melamed,,,"writer,director,producer",nm0577332,"nm0045209,nm0915814"
7724,7729,tt0252684,9,nm0513061,composer,,,movie,Manic,Manic,0,2001,,100,Drama,Michael Linnen,,,"music_department,soundtrack,composer",nm0577332,"nm0045209,nm0915814"
7725,7723,tt0252684,3,nm0221046,actress,,"[""Tracey""]",movie,Manic,Manic,0,2001,,100,Drama,Zooey Deschanel,1980.0,,"actress,music_department,producer",nm0577332,"nm0045209,nm0915814"
7726,7722,tt0252684,2,nm0045209,actor,,"[""Chad""]",movie,Manic,Manic,0,2001,,100,Drama,Michael Bacall,1973.0,,"actor,writer,soundtrack",nm0577332,"nm0045209,nm0915814"
7727,7721,tt0252684,10,nm0935060,composer,,,movie,Manic,Manic,0,2001,,100,Drama,David Wingo,,,"composer,soundtrack,music_department",nm0577332,"nm0045209,nm0915814"
7728,7720,tt0252684,1,nm0330687,actor,,"[""Lyle""]",movie,Manic,Manic,0,2001,,100,Drama,Joseph Gordon-Levitt,1981.0,,"actor,producer,soundtrack",nm0577332,"nm0045209,nm0915814"
7729,7724,tt0252684,4,nm0000332,actor,,"[""Dr. David Monroe""]",movie,Manic,Manic,0,2001,,100,Drama,Don Cheadle,1964.0,,"actor,producer,soundtrack",nm0577332,"nm0045209,nm0915814"
7730,7739,tt0252866,9,nm0675013,producer,producer,,movie,American Pie 2,American Pie 2,0,2001,,108,Comedy,Craig Perry,,,"producer,executive",nm0736930,"nm0381221,nm0825738"
7731,7738,tt0252866,8,nm0601031,producer,producer,,movie,American Pie 2,American Pie 2,0,2001,,108,Comedy,Chris Moore,,,"producer,writer,director",nm0736930,"nm0381221,nm0825738"
7732,7737,tt0252866,7,nm0825738,writer,story,,movie,American Pie 2,American Pie 2,0,2001,,108,Comedy,David H. Steinberg,,,"writer,producer,director",nm0736930,"nm0381221,nm0825738"
7733,7736,tt0252866,6,nm0381221,writer,characters,,movie,American Pie 2,American Pie 2,0,2001,,108,Comedy,Adam Herz,1972.0,,"writer,producer,actor",nm0736930,"nm0381221,nm0825738"
7734,7735,tt0252866,5,nm0736930,director,,,movie,American Pie 2,American Pie 2,0,2001,,108,Comedy,J.B. Rogers,,,"assistant_director,producer,director",nm0736930,"nm0381221,nm0825738"
7735,7734,tt0252866,4,nm0004989,actress,,"[""Michelle Flaherty""]",movie,American Pie 2,American Pie 2,0,2001,,108,Comedy,Alyson Hannigan,1974.0,,"actress,soundtrack,producer",nm0736930,"nm0381221,nm0825738"
7736,7732,tt0252866,2,nm0005405,actor,,"[""Stifler""]",movie,American Pie 2,American Pie 2,0,2001,,108,Comedy,Seann William Scott,1976.0,,"actor,producer,writer",nm0736930,"nm0381221,nm0825738"
7737,7731,tt0252866,10,nm0956015,producer,producer,,movie,American Pie 2,American Pie 2,0,2001,,108,Comedy,Warren Zide,1966.0,,producer,nm0736930,"nm0381221,nm0825738"
7738,7730,tt0252866,1,nm0004755,actor,,"[""Jim Levenstein""]",movie,American Pie 2,American Pie 2,0,2001,,108,Comedy,Jason Biggs,1978.0,,"actor,producer",nm0736930,"nm0381221,nm0825738"
7739,7733,tt0252866,3,nm0002436,actress,,"[""Nadia""]",movie,American Pie 2,American Pie 2,0,2001,,108,Comedy,Shannon Elizabeth,1973.0,,"actress,producer,director",nm0736930,"nm0381221,nm0825738"
7740,7746,tt0252963,6,nm0206092,writer,written by,,movie,The Bunker,The Bunker,0,2001,,95,"Drama,Horror,Mystery",Clive Dawson,,,"animation_department,writer,art_department",nm0338283,nm0206092
7741,7749,tt0252963,9,nm0661162,cinematographer,director of photography,,movie,The Bunker,The Bunker,0,2001,,95,"Drama,Horror,Mystery",John Pardue,,,"cinematographer,camera_department",nm0338283,nm0206092
